species,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10,iteration11,iteration12,iteration13,iteration14,iteration15,iteration16,iteration17,iteration18,iteration19,iteration20,iteration21,iteration22,iteration23,iteration24,iteration25,iteration26,iteration27,iteration28,iteration29,iteration30,iteration31,iteration32,iteration33,iteration34,iteration35,iteration36,iteration37,iteration38,iteration39,iteration40,iteration41,iteration42,iteration43,iteration44,iteration45,iteration46,iteration47,iteration48,iteration49,iteration50,iteration51,iteration52,iteration53,iteration54,iteration55,iteration56,iteration57,iteration58,iteration59,iteration60,iteration61,iteration62,iteration63,iteration64,iteration65,iteration66,iteration67,iteration68,iteration69,iteration70,iteration71,iteration72,iteration73,iteration74,iteration75,iteration76,iteration77,iteration78,iteration79,iteration80,iteration81,iteration82,iteration83,iteration84,iteration85,iteration86,iteration87,iteration88,iteration89,iteration90,iteration91,iteration92,iteration93,iteration94,iteration95,iteration96,iteration97,iteration98,iteration99,iteration100
abetow,0.09381894945545355,0.0956747504969826,0.10290179903677199,0.10718596676451853,0.11158090370008722,0.0980488647983293,0.09681828093744116,0.09716924840176944,0.10022903057688382,0.10145244951127097,0.09068182076589437,0.10244162114395294,0.09935883230355103,0.09376734727266012,0.09348271265480435,0.10133679083082825,0.09532042904174887,0.09663168978295289,0.09642615399206989,0.09142266347043915,0.10364730077708373,0.10067326335411053,0.09365351553424262,0.09950798737554578,0.10013126783451298,0.10480285509402165,0.10246273424854735,0.0906241634656908,0.09734800951991929,0.10446126301394543,0.09989044893882237,0.09243075920676347,0.09075062971533043,0.0987444978163694,0.11055259982822463,0.09382988561264938,0.094085735931003,0.09263692566310056,0.09876943848939845,0.09500486083561555,0.09828390350594418,0.10790312200697372,0.10045011156034889,0.1058073890308151,0.0934460567223141,0.0995680889027426,0.10125801594404038,0.09423586782213533,0.10522099067748059,0.10094591116649099,0.09799527790164575,0.09641656714666169,0.09506214702560101,0.09681432662910083,0.1061298389613512,0.11183841699676123,0.09478485836007167,0.10678217466193018,0.09339151452877559,0.09951139800978126,0.09903056641633157,0.09252429216576274,0.09782622726925183,0.09815782243094873,0.09213926726806676,0.09650683517247671,0.1020241372025339,0.11389780436002184,0.10386384883895516,0.11013882898259908,0.10637570924154716,0.09140876178571489,0.10392892458912684,0.1030933924994315,0.10794676954537863,0.09372880031878594,0.09741907165152952,0.1024556679840316,0.10400307951931609,0.10399189288727939,0.1128192126925569,0.09824596918770112,0.09746999086200958,0.10092806317697978,0.10220018507970963,0.10862995579373091,0.09313750714500202,0.1123830748765613,0.10837301604624372,0.0981437664013356,0.10345304945803946,0.09873471458558924,0.10191543716064189,0.11011323719867505,0.09928254321130225,0.10165534046245739,0.08900670830189483,0.09539915628556628,0.09883564306073822,0.09588146443275036
acafly,0.10179008850109383,0.10004245343920459,0.09999875167795125,0.099984774538114607,0.0989645278190796,0.09928641684928508,0.09985346669066075,0.09919270970581451,0.09982868953179924,0.09922628084981788,0.09917887964504501,0.09914051996122453,0.09987506494900344,0.09966550342513081,0.09943431714661699,0.10124065706782304,0.1000791407317756,0.10015630335953318,0.10066562305608429,0.10006763677333952,0.10113343934455443,0.0977948372531916,0.09752674939090156,0.10003874955054615,0.10089649768740472,0.10104967101684004,0.09823115101701951,0.09927503998953036,0.10008529793379495,0.1014978907190276,0.1000592200822279,0.10113250947964758,0.0993577810113937,0.10120898636708908,0.1013578516179443,0.10061490324081035,0.10027650222650353,0.09980080774926314,0.1008480391917459,0.10078683609035366,0.10170877474853945,0.1001264155592847,0.09957479892494447,0.0990278050056812,0.09983835476606728,0.09971418743121063,0.10124071326139017,0.09937407231450379,0.09900932838013787,0.10127321477734696,0.10037488802855066,0.10078863148596895,0.10048127281062946,0.10070053498122533,0.09917839898191261,0.10005067142348167,0.10154025203944528,0.10126235986471777,0.09990289621499926,0.10007598402534867,0.09955502428155505,0.10122875275018162,0.09989003650253281,0.10190484211319983,0.10044997345627138,0.10026529930888373,0.09902100181261275,0.09987463979655198,0.1003268025617583,0.10006969372522789,0.10042214374448166,0.09949424156028108,0.10124109590032226,0.09957655537122712,0.10038339179625311,0.10012301566000303,0.10003867694308255,0.09903620162497795,0.09932506505141525,0.09948210532686552,0.10075188629114074,0.10040177013056573,0.09827468396810168,0.09926083166792665,0.10109929008176977,0.09966999312982061,0.10109748624446624,0.09977668296782483,0.10112930699730427,0.09991669861042718,0.10051030005038442,0.09988334123715781,0.10127983400802876,0.10090422866673165,0.09920492803977154,0.10040902406193908,0.09982356523740421,0.1004936778842147,0.10003159327237654,0.09975931713200303
acowoo,0.1020155056455394,0.09745218734552097,0.10115616848614506,0.10049129312905336,0.09893135471983286,0.09800346779217009,0.1048249224724862,0.09891368165098413,0.09598356111338546,0.09804424725724026,0.10146565067948288,0.10198732851304015,0.09940052661140131,0.10528139813059134,0.09835658947866222,0.10199329865881701,0.09854103627987199,0.10013983502901924,0.10002424710662261,0.09708315640162368,0.09860407842859331,0.10097640927642848,0.0969664902448919,0.09982156697410716,0.1032787888620259,0.09993951328738762,0.10073299111376102,0.10489441705294666,0.10041575952667828,0.1002714752002305,0.10205280043243228,0.093281788098178,0.09592565937975905,0.10140587179812846,0.09987607481588157,0.09722250927740106,0.10598635115780342,0.09969937285882224,0.1002571904047187,0.09760578879288362,0.0997883573113505,0.10100033693365162,0.09917470690127805,0.09976257960167345,0.09975903692530386,0.0976298478412736,0.10367369246650071,0.0981572714218828,0.09866416214230611,0.09599223544751112,0.09885030738700351,0.09719190814613121,0.10446410111881654,0.10095401272789672,0.10066152252576366,0.099600000531062,0.09955292423142695,0.10419643005576873,0.10010175901614105,0.10089393012261816,0.10176113468322256,0.0987011018559163,0.09994708016765763,0.09732076626888642,0.10143355813401911,0.0960274081129171,0.09625484328898892,0.10359275036271853,0.10213604607359406,0.09818999920406313,0.09838501999976756,0.10416674256228475,0.10368686546257777,0.09894881646260956,0.09892672508526346,0.09788786948405948,0.09907034056371122,0.09749684154483518,0.10011165822060378,0.09790670238128385,0.09746601688743795,0.10046816947116,0.09725034675107835,0.09859415025366047,0.09461941350699377,0.09890186724332395,0.10059824741725976,0.1008570528992152,0.09728489283861563,0.10282022103596944,0.10088612083904991,0.09787097964593974,0.10145977214885704,0.097496050947626145,0.09442179156215502,0.10081350008671564,0.10053393333473082,0.10188650467989646,0.101874905213716,0.0992851008106709
aldfly,0.09998400287844716,0.09935538845579839,0.10072209794801401,0.09891940680502417,0.10043237995837062,0.09976153019035447,0.10026267358509355,0.10024348829118729,0.10003369225015085,0.10061344766155489,0.10032501819863765,0.1010212045883715,0.09936192408815314,0.10011419019135004,0.09948401302154061,0.09908381508999697,0.09937483408392755,0.10124753304885403,0.09882503768025508,0.09962434218959432,0.10026539227138298,0.10167605957158596,0.10038202638474444,0.09956067106459843,0.09896376869058351,0.10021768464326383,0.09972665736604847,0.09965593360107361,0.10020107039685533,0.09868255156149813,0.09950265402651515,0.09997812514573312,0.09999484599818875,0.09875711715909696,0.0995542806567713,0.09940556440456758,0.09906893453285831,0.09975815476175362,0.09965572205117618,0.10153982098576014,0.09957390538867072,0.09988766227336751,0.10073567108608711,0.10051856795253655,0.09981456571634306,0.09930261041599486,0.09997923912849271,0.10006545396609165,0.1012502280591242,0.09938438822306583,0.0997030058638112,0.09984387616744922,0.09907276094975079,0.10007835227164585,0.10020894444950429,0.09939431022381015,0.09902875886386361,0.10035828040677086,0.10070130145787756,0.09983872310820929,0.09998323710193938,0.09952210888059287,0.1000177534870415,0.09852532592020347,0.09934242019847495,0.10025071719217116,0.10062412124489978,0.0996337511758319,0.10107824038263535,0.0996962851294132,0.10078421376969271,0.10024436114222476,0.09949092240786728,0.09985238227516041,0.10018730604628245,0.09917236138970031,0.10094847521747019,0.09937755847291388,0.10117545819063739,0.09933205410288659,0.10072114230686813,0.09946951438908358,0.10076048338921917,0.09955398809230576,0.10080317641363246,0.0997947866324016,0.10011208910232727,0.10030108748065025,0.10078462366685059,0.09974527642637543,0.1003528068189306,0.09986498060592153,0.10009995023372648,0.10048922923442591,0.1000128656171424,0.09948815801955424,0.10020770101321874,0.09946356935672884,0.10067178527226672,0.1006503068237356
allhum,0.11026241349986776,0.10899633420240207,0.10153877489881324,0.09914370718189502,0.09982915021646477,0.09238879981654691,0.10122612283646504,0.10584453337673949,0.10461050752417123,0.10684244468359338,0.10027676741731284,0.11010548324986758,0.09933198223575346,0.10672646150737819,0.1028211630612077,0.0991733778849948,0.10831402831570358,0.10625796932271214,0.09118464079847399,0.11516972923857338,0.0745828422619752,0.08973679265684353,0.09680460144704739,0.0956885488625403,0.11579353695642425,0.09575359618668244,0.09689316135304438,0.11029875229235131,0.1068007632196668,0.10359458961161039,0.1110324693636926,0.08628116471430758,0.10822417233259785,0.10279152070256714,0.09878301116907551,0.09478607500977887,0.0997789197094221,0.09175024802641474,0.09679048392450795,0.09816120764958214,0.09787244583736765,0.10347420280027109,0.11303929720986616,0.11630234021220076,0.10453917633105902,0.084886392455644,0.10774043594028626,0.10257220386904464,0.10690364299057364,0.09870294718126615,0.09843434845902266,0.11205276992031798,0.08859542511555674,0.10627123245262737,0.092298147913084,0.097397924073789,0.10290802735985238,0.0890969906972714,0.10508423426031044,0.1000437956283804,0.0992383296623629,0.10728002229825506,0.10032640705389895,0.10358251415802755,0.09760998566832768,0.10362709011440074,0.10356694429642488,0.10330974400871895,0.0935575451906061,0.09536963616471894,0.10680653512383742,0.09826564132697513,0.10606567743275264,0.09373518465707775,0.10441503516619832,0.10553322556017974,0.09634484554806022,0.09545771623231758,0.10449834857286078,0.09866291734581267,0.09917008974616692,0.100709641845242,0.08968315730351151,0.09631286028650266,0.08682635973059405,0.10341122808733871,0.10027422761436355,0.10965861608013938,0.11165946379594516,0.10085060232633936,0.08908849043700684,0.11872781034060154,0.09927726226516143,0.11859066368811,0.09177798913879087,0.10371481923760939,0.10060295079563275,0.08566398942986098,0.09909434307826359,0.1063403135311205
ambduc,0.09916161779367094,0.09236516239802839,0.10180262486345626,0.10530306077399132,0.09848352945104111,0.09392297847203324,0.09195765304406311,0.09229910818090126,0.09483121696003671,0.09309461497007376,0.09325306312023685,0.09474327131002269,0.11226470874769667,0.09995996036414212,0.09826039711736989,0.09213696427734419,0.1024036882095345,0.09417187616805656,0.1040358214397763,0.09709425495401547,0.10263233954615814,0.11113367900680515,0.10194856533694363,0.0948465618718739,0.10560620562753087,0.09211269688092116,0.10351099150785714,0.09771707463985102,0.09645625221778431,0.09616736338362486,0.09725148460716238,0.08633209620548765,0.09645472960760415,0.10309687205752383,0.09965696537699031,0.09662418797563177,0.10292284214718705,0.09400087062585172,0.09908367792854644,0.10264042366728887,0.0999332539803035,0.10386019100833543,0.09604088426885582,0.09740480125151763,0.09259113894807758,0.09430425023529487,0.09765224282326823,0.09441292778528165,0.08576466331152055,0.0917725121171662,0.09717175660648358,0.1063752384853256,0.09581797986852525,0.10895369152146372,0.10523856619905558,0.10773390762537183,0.10239124249148723,0.10353099260859988,0.09841337295465014,0.10193854963701643,0.09303704028521231,0.08776476999673477,0.09508392476793848,0.0910234751645449,0.1031146557802316,0.09033698328450512,0.10323185314221917,0.10452610946866336,0.08902520036629902,0.09919349818846612,0.10179689673164205,0.10478275849223095,0.09415820740101388,0.10455551940888697,0.09515420764228466,0.09097297178440389,0.09278989098709012,0.09800749421878585,0.08790701053050931,0.09572624832784449,0.09845648368936288,0.09845271807391498,0.10379476141332944,0.09816427584634368,0.10491474086143704,0.10740372091235528,0.10139691370217108,0.0985529312557567,0.10272482133490968,0.09588639174834412,0.09490616810197317,0.1028341130317445,0.1031303884728505,0.10616348674633791,0.10530440214772874,0.10143024141265755,0.0975561666012581,0.1049543440342191,0.10604580223203541,0.09839620398481941
ameavo,0.09905683004878095,0.08901573102958464,0.09475122423428184,0.09876268826112403,0.10274893692059318,0.10918072873971069,0.0924094797648215,0.11519933984675679,0.09771304863801548,0.09864851030835284,0.08965277695459625,0.10024628904629058,0.0995254120999071,0.10784252677559761,0.10236430243856474,0.1095219042425214,0.11323997435232575,0.09366001054750413,0.10625348371284483,0.10468562079142879,0.08676336421472697,0.09489531749044419,0.09858661476966724,0.08950276639695295,0.09330528646813452,0.10459769056595059,0.09649023364091805,0.11901150168000281,0.09164810648580071,0.10914785413292964,0.10005232708003094,0.08052714987093752,0.1105654733776611,0.09754067192964631,0.09118530357130818,0.10925011863646665,0.0990289417031055,0.11258160257781971,0.08552585043609168,0.1203216623476068,0.09966318409235302,0.11338138106495473,0.10080029416760705,0.10968067966989237,0.0971351839590571,0.11205992917421424,0.09088439824974447,0.09870264201264624,0.09458608749496962,0.09561946083752615,0.10562200274427563,0.10942329257685593,0.10808590136546498,0.12009860415229906,0.097628938636945,0.10731224391492739,0.08965255029410675,0.09683424337638519,0.11129108983528585,0.12163990632267443,0.09769394834705201,0.12202106568345038,0.09205232240254421,0.09519981171688757,0.10930218563174118,0.07983691829329867,0.09561552715208216,0.10176302197525522,0.10039475608310831,0.10677790826598285,0.11032308653457468,0.08443726328340927,0.09533906653293404,0.10543489497074784,0.09700851381263569,0.10142974569883026,0.10181874068437316,0.10801762113963342,0.10795869104051597,0.11273637191754052,0.09663305457217448,0.08502576773340596,0.08869693398866214,0.10830242179895862,0.11385658353751829,0.08248942305177814,0.10817432979496248,0.11792323686178155,0.1058439573272851,0.1065054866600763,0.09000756646177774,0.10408641754333893,0.0993816863434561,0.09309242302312729,0.09426963183326201,0.11126158310842973,0.10023316906066423,0.081716409393553055,0.07918738678729687,0.0974277413129844
amebit,0.09968962190784492,0.10046080056645201,0.10107656086449635,0.10024574055251834,0.10082795674365808,0.09954198684423332,0.10043898672622142,0.10190311126133755,0.10015065612657681,0.1002152913967691,0.10164385438998313,0.10073416020790038,0.09884847542209707,0.10190291874700685,0.09912961705150569,0.09820840131998487,0.10074297216968953,0.09964079516594615,0.10015795168634711,0.10174600865220507,0.10074906344338963,0.10168517330017446,0.10177901090400865,0.10091320236819268,0.10053798513492662,0.1010968995051118,0.09934691789754257,0.09865115746962982,0.10065017879789595,0.09968960565209506,0.10054557525986096,0.10082538140468511,0.10215627175375697,0.09845751670974145,0.09861407380655596,0.09902740928791043,0.09951411975560731,0.09939721264649948,0.0993927421210008,0.10144364016536356,0.09934631257212301,0.10026303240314016,0.10017097322424107,0.1027474746156034,0.10044254049136825,0.1000693372964121,0.10029434225039613,0.10016177694702044,0.10087482648423318,0.09879371686800908,0.0991021069831195,0.1010413898483491,0.1006226263784602,0.09934425524437085,0.10026937160121974,0.09966406316733467,0.09838607873780525,0.10131642373951344,0.09904312136080606,0.09967539330545971,0.10030236360726796,0.1000104823245973,0.09983262519601821,0.1020312651628894,0.10015642444022532,0.10118720610402487,0.10148549253637529,0.10070038777758628,0.10058915101037624,0.10062384910359778,0.10047349688055074,0.10082635233220927,0.09782510537106326,0.09995683313072923,0.10087054175887067,0.09896138053902348,0.10117054537477022,0.09917509051573026,0.10053864696595927,0.09982824274983004,0.10085942264468017,0.09895332324781791,0.10254619095879836,0.09819512982351752,0.10209142603609056,0.09807059789879036,0.10064689473238819,0.10172120313010868,0.10113760195209309,0.09843214951545542,0.10042133459707281,0.09895501327666678,0.09961602505396616,0.1009190771385502,0.10169041663083545,0.09855562727539513,0.10147335826290593,0.09954389916675321,0.10022434027721405,0.09859399914024625
amecro,0.09946639927989942,0.09968414646143309,0.10004571858436684,0.09979434903390327,0.099085292449125,0.1001077095920806,0.10077467205083401,0.0997222503616868,0.09947775908865708,0.10005613130420876,0.09955035459666917,0.09847378663967099,0.09939393121443629,0.10036282505100758,0.10013812697655844,0.09959384625390477,0.10162697048561498,0.09922207751834655,0.10118334030282483,0.09919465766602009,0.09925744537140879,0.10096856224148709,0.09977993238307548,0.0987055817075575,0.10076718761117931,0.10000587006373429,0.09923731388876078,0.10029295243021075,0.09998063710996163,0.10075458981028085,0.09925534890198762,0.1004689711598683,0.09977489485036983,0.10100045685656411,0.0999776239423138,0.1007755840666551,0.09966333317784049,0.10072425152332087,0.09995103371236702,0.09992936848775891,0.09943404007020007,0.10093272808375708,0.10061767815590805,0.10016867059750112,0.09940027127001017,0.10046088385861651,0.09930804320330999,0.09991597448766498,0.10051022759649442,0.10034835642866646,0.09981660147119165,0.100773280449868,0.10038727072139686,0.10035817796766366,0.0990606571370467,0.1000607458974816,0.09968279743931596,0.09982498344485435,0.10006862288515883,0.10003465506630072,0.09976490034620156,0.10139211512642987,0.09927704970138329,0.09987942938375305,0.09975664965993936,0.0993780247308802,0.10028111747966229,0.10039796807302181,0.0993957540075634,0.0996958110428352,0.10127086538040508,0.09989594873782792,0.10027861898936408,0.09912974152764065,0.10052732212941429,0.09985950931514331,0.10042856471606854,0.09887178290394338,0.1001210359094653,0.10016474405743381,0.09951256279748755,0.09898778888478788,0.09957387373067483,0.09833858160369147,0.10027383105447285,0.10025989658993595,0.10034673715344589,0.09987165458417557,0.10023608096332026,0.09963074487346191,0.09998648025969459,0.09980134047967582,0.10024061855745003,0.10022705377370578,0.10027333314582343,0.10002425692309913,0.10017563213680525,0.09870952221119289,0.1001853339016332,0.09939871744669126
amedip,0.09854339463193185,0.09767937200151522,0.10247755427644734,0.09883706376555779,0.09845328570013834,0.09966951452705075,0.09879133981769428,0.0991410141285769,0.09779672257071326,0.09879812948921796,0.10313383545815213,0.09897372743691335,0.10438541374801247,0.09977527632139527,0.09751746198091382,0.10129758662195343,0.09357081575581105,0.09527351383204063,0.10161624018063975,0.09653843498506376,0.09988205388287952,0.10112421448602049,0.10075530240057873,0.10378552674247032,0.10372955088321589,0.09772333841543457,0.10046122262468771,0.09983525642574875,0.1019722840460986,0.09931219277835623,0.10083066302917132,0.10005990970860523,0.10000628856371208,0.10314835188361826,0.10093356837306544,0.09816050730870529,0.09875193719273057,0.10335596996793583,0.09947272371427829,0.10290126714929215,0.10219223547352385,0.09706126423529327,0.09725303838902732,0.09773971498000833,0.10013274409703854,0.10347767296071453,0.09944564190594463,0.10242513908249862,0.10420658233658742,0.10083688008373315,0.10084137401371152,0.09887155902487166,0.10237430829135974,0.09909122022069994,0.0958033117150876,0.10025895016610775,0.0957014613123306,0.10106115621630352,0.0980872809959692,0.09841386638571947,0.099918601287726,0.09932188006449394,0.09971515042252577,0.09513433873824795,0.10087532826091206,0.10144320498574899,0.10106419658883681,0.10169497208512723,0.10140792929308873,0.10291932021925732,0.10047613599218153,0.09719325274243573,0.10288161550615627,0.09787897084993347,0.09939699066543994,0.09721649099915908,0.09635619130684603,0.0985909819638664,0.09948349096275422,0.10101109716946866,0.09953762321499227,0.10235500036120015,0.10126183388865684,0.09760830745648263,0.09781313883993903,0.10195596512001259,0.0968197286455279,0.09691879547349203,0.09791165223882103,0.10017775633826886,0.0983887544078641,0.09971911470805139,0.10139959793107778,0.10022181449744494,0.09979585989742645,0.10223795618247777,0.10350817549368685,0.0995662179085457,0.09927214701541942,0.10366169856624197
