more90,more75,more50,guild
0.017543859649122806,0.15789473684210525,0.3333333333333333,tipping_point
0.034653465346534656,0.2722772277227723,0.7821782178217822,forest
0,0,0.16129032258064516,grassland
0,0.016129032258064516,0.06451612903225806,aridland
0.006896551724137931,0.013793103448275862,0.15172413793103448,wetland
0,0,0.21052631578947367,generalist
