species,avg,stdev,lower95,upper95,habitat,tipping_pt,sum_cna
astfly,0.3700527058207593,0.00112375880249177,0.3678501385678754,0.37225527307364314,Aridlands,NA,0.351453225022996
attwoo1,0.3700670974276693,0.00225264083080012,0.36565192139930097,0.3744822734560375,Forest,NA,0.19647538856287383
babwar,0.369947310392102,0.00119366318836637,0.3676077305429039,0.3722868902413001,Forest,NA,0.595233001297089
bacspa,0.36991181926584654,0.006767988088396,0.35664656261259037,0.3831770759191027,Forest,Tipping Point,0.8458710585573357
baisan,0.36998618395511257,0.00206124802651686,0.3659461378231395,0.3740262300870856,Water/wetland,NA,0.2828068909398316
baispa,0.37011860885217984,0.00301880287869203,0.36420175520994347,0.3760354624944162,Grasslands,Tipping Point,0.2961222832369472
baleag,0.3662846476027084,0.00141834213020298,0.36350469702751054,0.36906459817790627,Water/wetland,NA,0.2720046300773724
balori,0.36997879222909374,9.239853473253432e-4,0.3681677809483361,0.3717898035098514,Forest,NA,0.4329796418457259
banswa,0.36964694284831584,0.00356060922637374,0.3626681487646233,0.3766257369320084,Habitat Generalist,NA,0.2169769267052008
bargol,0.3623226429578461,0.00502628810400606,0.35247111827399424,0.372174167641698,Water/wetland,NA,0.30920997949209905
barswa,0.370010326193668,0.00546516328717084,0.35929860615081316,0.3807220462365229,Habitat Generalist,NA,0.3857439210581188
batpig1,0.37011681321791945,0.00332525452492842,0.36359931434905973,0.3766343120867792,Forest,NA,0.6202387290545417
bawwar,0.36992974027303704,9.311225964408974e-4,0.3681047399840129,0.3717547405620612,Forest,NA,0.6463254563678311
bcnher,0.36917691629811944,0.00284659660188297,0.3635975869584288,0.37475624563781007,Water/wetland,NA,0.3099242596206908
belkin1,0.369641582619492,6.234927545587344e-4,0.3684195368205568,0.3708636284184271,Water/wetland,NA,0.5181180718325251
belspa2,0.3701189925440553,0.00483777527115189,0.3606369530125976,0.379601032075513,Aridlands,NA,0.1865308484564352
belvir,0.370050928581899,0.00151034435481771,0.36709065364645627,0.3730112035173417,Aridlands,NA,0.5412159152277991
benthr,0.3704332646035254,0.00538663904343568,0.35987545207839144,0.3809910771286593,Aridlands,Tipping Point,0.20381588840582765
bewwre,0.37005538373620983,0.00111487738924343,0.3678702240532926,0.372240543419127,Aridlands,NA,0.4342018721137926
bkbcuc,0.3700417241022262,0.00186658699914149,0.3663832135839089,0.3737002346205435,Forest,Tipping Point,0.5455413064876748
bkbmag1,0.3698102956977531,0.00136867001872629,0.36712770246104953,0.37249288893445665,Habitat Generalist,NA,0.2575831675552244
bkbplo,0.36478682647802424,0.01057756992933897,0.34405478941651985,0.38551886353952863,Water/wetland,NA,0.2216871840264716
bkbwar,0.3698954142211861,0.00137745586534383,0.3671956007251122,0.37259522771726,Forest,NA,0.6332962607465172
bkbwoo,0.3700277980507144,0.00427850559408712,0.36164192708630366,0.37841366901512513,Forest,NA,0.4397868943325598
bkcchi,0.3699643610902939,0.00119401407595869,0.3676240935014149,0.37230462867917297,Forest,NA,0.5396391311760524
bkchum,0.3700658665078735,0.00167000096495475,0.3667926646165622,0.3733390683991848,Forest,NA,0.4497976630916538
bkcspa,0.3699433773628723,0.00421186250313495,0.36168812685672785,0.37819862786901687,Aridlands,Tipping Point,0.4132247441118224
bkhgro,0.37001556822423515,0.00107814145625932,0.3679024109699669,0.37212872547850345,Forest,NA,0.4269098266679064
bknsti,0.37004627849798166,0.00993669385068669,0.35057035855063573,0.3895221984453276,Water/wetland,NA,0.1532975978897002
bkpwar,0.3698808191404171,8.497072561156676e-4,0.3682153929184304,0.3715462453624039,Forest,NA,0.35309697626815995
bktgna,0.3702422986230269,0.00335128660741929,0.3636737768724851,0.37681082037356867,Aridlands,NA,0.22572811135131587
bktspa,0.3700139217989756,0.00162234391033542,0.3668341277347182,0.373193715863233,Aridlands,NA,0.2296783988949556
bkwvir,0.37060093122596344,0.04798150525455567,0.2765571809270343,0.4646446815248926,Forest,NA,0.16461245996242724
blctit4,0.3700601174187357,0.00341194474992876,0.3633727057088753,0.3767475291285961,Aridlands,NA,0.631908236943076
blkpho,0.3699078621093081,0.0023118188019970202,0.3653766972573939,0.3744390269612223,Water/wetland,NA,0.3859580248478025
blksco2,0.3201438795808461,0.00724096484477298,0.3059515884850911,0.33433617067660115,Water/wetland,Tipping Point,0.5474512315868607
blkswi,0.36975289954690455,0.00594384239374568,0.358102968455163,0.3814028306386461,Forest,Tipping Point,0.3868746366887734
blkter,0.3657472662369008,0.00569075254234909,0.35459339125389655,0.37690114121990503,Water/wetland,NA,0.37597178322387137
blkvul,0.3699806348877234,0.00146189740220624,0.3671153159793992,0.3728459537960477,Habitat Generalist,NA,0.706596079703731
blugrb1,0.3700296594441415,7.935194030907614e-4,0.3684743614140836,0.3715849574741994,Forest,NA,0.513334874928395
blujay,0.36993070667902633,6.492586411749271e-4,0.36865815974232347,0.3712032536157292,Forest,NA,0.5792605797053303
bncfly,0.3702013230205069,0.00313398019640081,0.36405872183556126,0.3763439242054524,Aridlands,NA,0.3262771254117246
bnhcow,0.369975070746156,0.00254567274291529,0.364985552170042,0.3749645893222699,Habitat Generalist,NA,0.3724307311092336
bnhnut,0.3699947700854283,0.00244278514166821,0.3652069112077586,0.374782628963098,Forest,NA,0.7564699001265183
boboli,0.36979758824033365,0.00372282064773756,0.362500859770768,0.3770943167098993,Grasslands,Tipping Point,0.3481069012005279
bohwax,0.36999478784153605,0.00311654352223021,0.3638863625379648,0.3761032131451073,Forest,NA,0.20346030898388356
bongul,0.3649007218811281,0.00625918418175326,0.3526327208848917,0.37716872287736447,Water/wetland,NA,0.40209785837393
borchi2,0.37002856439407983,0.00178019893706284,0.3665393744774366,0.37351775431072304,Forest,NA,0.01892860477407088
botgra,0.368730735590752,0.0091866004261127,0.3507249987555711,0.38673647242593295,Water/wetland,NA,0.35801806744905207
brant,0.3664602709732614,0.01154038843756483,0.3438411096356343,0.3890794323108885,Water/wetland,NA,0.35350881222198266
brdowl,0.3699930141956101,0.00102767263068579,0.36797877583946587,0.3720072525517542,Forest,NA,0.7096627277796835
brebla,0.3699589768091131,0.00120743929275909,0.36759239579530534,0.372325557822921,Habitat Generalist,NA,0.3362302303307799
brespa,0.37005188075019274,0.00114131882172475,0.3678148958596122,0.3722888656407733,Aridlands,NA,0.2046007750415673
britit,0.3701895385514362,0.00816491932027052,0.35418629668370605,0.3861927804191665,Forest,NA,0.45616382701700786
brncre,0.3699504542425835,7.330293814667456e-4,0.3685137166549087,0.3713871918302583,Forest,NA,0.5479876175341962
brnowl,0.3700088641196216,0.00295910569081349,0.36420901696562713,0.375808711273616,Habitat Generalist,NA,0.3610345904531189
brnthr,0.3699805481107818,6.574833413224137e-4,0.3686918807617899,0.3712692154597737,Forest,NA,0.5450436893311426
brocow,0.3701101910927525,0.00657848546916666,0.35721635957318576,0.38300402261231914,Aridlands,NA,0.2685134038817103
brthum,0.37001610089227394,0.0022419144657627,0.365621948539379,0.37441025324516886,Forest,NA,0.3767630849080992
brwhaw,0.3699462452500955,0.0034246725532737,0.36323388704567905,0.376658603454512,Forest,NA,0.6460707827678446
btbwar,0.369800469950774,0.00197886798318186,0.36592188870373754,0.3736790511978104,Forest,NA,0.6977141959256075
btnwar,0.3699362271991615,0.00122052884655462,0.3675439906599144,0.3723284637384086,Forest,NA,0.65309702427526
btywar,0.3700014903920836,0.0014905546458441,0.36708000328622914,0.372922977497938,Forest,NA,0.33679782239074824
bubsan,0.3696495851332432,0.00852775130724921,0.35293519257103473,0.38636397769545167,Water/wetland,Tipping Point,0.23761516817607
buffle,0.3668730120682601,0.00280440519017283,0.36137637789552135,0.3723696462409989,Water/wetland,NA,0.35999469629006775
buggna,0.36999491912235777,7.152477924805666e-4,0.36859303344909583,0.3713968047956197,Habitat Generalist,NA,0.6138896055680467
buhvir,0.36994119499739614,0.00107636855862125,0.36783151262249847,0.3720508773722938,Forest,NA,0.6599422957088432
bulori,0.37002289118936926,0.00100392342413069,0.3680552012780731,0.3719905811006654,Forest,NA,0.3544733411222476
burowl,0.3701113012318681,0.00179488162484887,0.3665933332471643,0.37362926921657186,Grasslands,NA,0.39729027224264546
bushti,0.3699579555902069,0.00194707412223908,0.3661416903106183,0.3737742208697955,Forest,NA,0.30312367081491276
buwtea,0.36982751878599823,0.00161543540458037,0.3666612653930207,0.3729937721789758,Water/wetland,NA,0.2907429785474893
buwwar,0.3700208395179035,0.00186646888468872,0.3663625605039136,0.3736791185318934,Forest,NA,0.7452780411860493
cacgoo1,0.36939769216995016,0.00349367171782853,0.3625500956030062,0.3762452887368941,Water/wetland,NA,0.26715648742888715
cacwre,0.3701262258337039,0.00260980163737241,0.3650110146244539,0.3752414370429539,Aridlands,NA,0.3258958913610428
calgul,0.3687165302072802,0.04449226786741851,0.2815116851871399,0.4559213752274204,Water/wetland,NA,0.11690406998510516
calhum,0.3700694077947501,0.00230516967350444,0.3655512752346814,0.3745875403548189,Forest,NA,0.4399259149065806
calqua,0.3699589882648442,0.00264228481363967,0.3647801100301104,0.375137866499578,Aridlands,NA,0.47992441135645647
calthr,0.3700426582231085,0.0060501103411108,0.35818444195453125,0.3819008744916856,Aridlands,NA,0.723773097427511
caltow,0.3699366110152312,0.00456147887920661,0.3609961124119862,0.37887710961847615,Aridlands,NA,0.6605641832567244
camwar,0.3698302889701619,0.00140218878114918,0.36708199895910953,0.3725785789812144,Forest,NA,0.6624414741989022
cangoo,0.36992734413352246,0.00120060879885223,0.36757415088777207,0.37228053737927286,Water/wetland,NA,0.36288866769263073
cantow,0.36998400901334105,0.00310018442407583,0.3639076475421524,0.37606037048452967,Aridlands,NA,0.46600445175317873
canvas,0.3699931705584406,0.01881613086643871,0.33311355406022075,0.40687278705666047,Water/wetland,NA,0.3691619773770981
canwar,0.36986786258638266,0.00174897772892541,0.3664398662376888,0.3732958589350765,Forest,Tipping Point,0.563261340507359
canwre,0.37000367089983294,0.0027563079588291,0.36460130730052787,0.375406034499138,Aridlands,NA,0.3871385262047937
carchi,0.3699983975771931,0.00106792992491048,0.36790525492436854,0.37209154023001767,Forest,NA,0.7567447461743271
carwre,0.36999345627982094,9.497167859011288e-4,0.3681320113794547,0.3718549011801872,Forest,NA,0.7198521447493318
casfin,0.3699659941955013,0.00149398570902856,0.36703778220580535,0.37289420618519725,Forest,NA,0.3232439749908851
caskin,0.37013002694803737,0.00200392366768454,0.3662023365593757,0.374057717336699,Forest,NA,0.3410415802456635
casspa,0.370090492908761,0.00170774920361749,0.36674330446967074,0.37343768134785127,Grasslands,NA,0.4320411526532392
caster1,0.34806323534236694,0.01294277783450721,0.3226953907867328,0.37343107989800106,Water/wetland,NA,0.4965748298490311
casvir,0.3700463682143617,0.00151731757236565,0.367072425772525,0.3730203106561984,Forest,NA,0.47616791486974464
categr,0.36954917324756725,0.00501647834165756,0.35971687569791844,0.37938147079721607,Water/wetland,NA,0.59929499750025494
cavswa,0.37006123883175657,0.00218702381532358,0.36577467215372234,0.3743478055097908,Aridlands,NA,0.5581433686306814
cedwax,0.3699665873855497,6.003673593109658e-4,0.3687898673613002,0.3711433074097992,Forest,NA,0.574872033743727
cerwar,0.3699580072792612,0.00377005913299812,0.3625686913785849,0.3773473231799375,Forest,Tipping Point,0.905724925324904
chbchi,0.36983525442510623,0.00303974447496319,0.3638773552541784,0.3757931535960341,Forest,NA,0.5586408309418438
chclon,0.37004696403398496,0.00204305484256555,0.36604257654255645,0.37405135152541347,Grasslands,Tipping Point,0.3737635058380003
chirav,0.3700573598739881,0.00309992178485757,0.3639815131756672,0.3761332065723089,Aridlands,NA,0.3273789790981212
chispa,0.36999523981029225,4.884629654637301e-4,0.36903785239798337,0.37095262722260114,Forest,NA,0.5063238098828731
chiswi,0.3698324815454702,0.00343685209646014,0.36309625143640833,0.3765687116545321,Forest,Tipping Point,0.5705569764451646
chswar,0.36996775480364,0.00124148712822984,0.3675344400323095,0.37240106957497054,Forest,NA,0.6485060583335299
chwwid,0.3700049314311828,0.00165581065623709,0.3667595425449581,0.3732503203174075,Forest,NA,0.8234864479070562
cintea,0.37007352808647315,0.00269743240573793,0.3647865605712268,0.3753604956017194,Water/wetland,NA,0.17211386908591608
clagre,0.3696302881278297,0.01284434725389857,0.3444553675101885,0.3948052087454709,Water/wetland,Tipping Point,0.3497653353426049
clanut,0.3699347903830242,0.00219422313670857,0.36563411303507537,0.374235467730973,Forest,NA,0.25661744374436
clcspa,0.37002889374440473,9.79600748725361e-4,0.36810887627690303,0.3719489112119064,Grasslands,NA,0.4321158203507
cliswa,0.36996121763281353,7.79053559217816e-4,0.3684342726567466,0.37148816260888046,Habitat Generalist,NA,0.3537135886025907
cogdov,0.3701882221298983,0.0034805535719621,0.3633663371288526,0.37701010713094407,Aridlands,NA,0.49467502024786825
comgal1,0.3697717996892571,0.00645725226146776,0.3571155852567803,0.38242801412173394,Water/wetland,NA,0.5031555411411412
comgol,0.36784759706973086,0.00421372780837048,0.3595886905653247,0.376106503574137,Water/wetland,NA,0.2980794336213111
comgra,0.3695266882998251,0.01231287018375939,0.34539346273965676,0.3936599138599935,Habitat Generalist,NA,0.3475315286402432
comloo,0.36394399989932025,0.00402183302973784,0.35606120716103407,0.3718267926376064,Water/wetland,NA,0.4215601672332987
commer,0.369228110629112,0.00811179950000978,0.3533289836090929,0.3851272376491312,Water/wetland,NA,0.4352847426375814
comnig,0.3699054320226711,7.022143950153082e-4,0.3685290918084411,0.3712817722369011,Habitat Generalist,NA,0.46678572485057845
compoo,0.3700184516086695,0.00136966156340548,0.3673339149443947,0.37270298827294424,Aridlands,NA,0.32450034474653644
comrav,0.3692050062148675,6.060957434294322e-4,0.3680170585577458,0.3703929538719892,Habitat Generalist,NA,0.2067488970317619
comred,0.36976486963203664,9.996531913361924e-4,0.3678055493770177,0.3717241898870556,Water/wetland,NA,0.14425780186024578
comter,0.3239808984151194,0.02296991618524349,0.27895986269204215,0.36900193413819665,Water/wetland,NA,0.6849060686850432
comyel,0.36992030264177256,6.151122660119206e-4,0.3687146826003892,0.3711259226831559,Habitat Generalist,NA,0.44536788425278306
conwar,0.3701696676286609,0.00553863456113092,0.35931394388884424,0.3810253913684775,Forest,NA,0.40149332940943694
coohaw,0.3699816300795334,4.722036168224534e-4,0.36905611099056135,0.3709071491685053,Forest,NA,0.3906918080607582
corfly,0.3700534938179405,0.00236067209864388,0.3654265765045985,0.3746804111312826,Forest,NA,0.4033961079257651
coshum,0.3701386963873794,0.0033460194790228,0.3635804982084947,0.3766968945662641,Aridlands,NA,0.21668015245868588
coukin,0.3702254050367889,0.00547675094506144,0.3594909731844685,0.38095983688910934,Aridlands,NA,0.32182926274840895
cowscj1,0.36991028692137784,0.00361183905086162,0.36283108238168904,0.37698949146106664,Forest,NA,0.59972690777591
crithr,0.37017526484964286,0.00302529937887298,0.3642456780670518,0.3761048516322339,Aridlands,NA,0.27889051605370696
cubthr,0.3701334180221434,0.00286066300370368,0.36452651853488416,0.3757403175094026,Aridlands,NA,0.4005220291396325
daejun,0.3699363777724071,4.251875995394376e-4,0.36910301007730983,0.3707697454675044,Forest,NA,0.4431810645269777
dickci,0.37000423229409973,0.0012855774389878,0.3674845005136837,0.3725239640745158,Grasslands,NA,0.3807037205943196
doccor,0.3650307718386112,0.00794262241210922,0.3494632319108771,0.3805983117663452,Water/wetland,NA,0.4865817555387064
dowwoo,0.3699964034707872,6.731342092028452e-4,0.3686770604207496,0.3713157465208247,Forest,NA,0.6113798569747858
dunlin,0.3638878406311082,0.0097228984530027,0.3448309596632228,0.38294472159899345,Water/wetland,NA,0.31971369728109045
dusfly,0.3699762099965092,0.00118860633537544,0.3676465415791733,0.3723058784138451,Forest,NA,0.324720029439725
dusgro,0.3701681803745359,0.00279490615227133,0.3646901643160841,0.37564619643298774,Forest,NA,0.28562980890953327
eargre,0.370533826123096,0.01770123513989218,0.3358394052489073,0.40522824699728466,Water/wetland,NA,0.06753331970476593
easblu,0.36998162641460425,7.359253362934857e-4,0.368539212755469,0.3714240400737394,Forest,NA,0.6569950319863387
easkin,0.3699350305103192,8.501611411060082e-4,0.3682687146737514,0.37160134634688696,Grasslands,NA,0.4596925390371299
easmea,0.3699557762492067,9.91053838841625e-4,0.36801331072507715,0.3718982417733363,Grasslands,NA,0.5017590382775854
easowl1,0.3700476483438636,0.0010965776747847,0.3678983561012856,0.3721969405864417,Forest,NA,0.6822945020872251
easpho,0.3699490634146551,7.060453350100047e-4,0.3685652145580355,0.37133291227127474,Forest,NA,0.6700671815411414
eastow,0.3699849227473901,9.937157859156403e-4,0.36803723980699543,0.37193260568778475,Forest,NA,0.709758356277089
easwpw1,0.3699836158555118,0.0020506968037604,0.3659642501201415,0.37400298159088224,Forest,Tipping Point,0.8333756885964823
eawpew,0.3700027254360164,7.645007042855172e-4,0.36850430405561674,0.371501146816416,Forest,NA,0.6071069878001865
evegro,0.369982110219757,0.00150786736716976,0.3670266901801043,0.37293753025940973,Forest,Tipping Point,0.5484310745222755
ferhaw,0.3700304159061726,0.00127314352714757,0.3675350545929633,0.37252577721938185,Grasslands,NA,0.34791206094560656
fiespa,0.3700178069707991,8.14538339946654e-4,0.36842131182450366,0.37161430211709456,Forest,NA,0.5941143830489208
fiscro,0.3696035606429058,0.00282137037128968,0.364073674715178,0.3751334465706336,Habitat Generalist,NA,0.5866507136088739
forter,0.36004710373103077,0.00573726600971184,0.34880206235199557,0.371292145110066,Water/wetland,NA,0.4667549948773954
foxspa,0.3694701237643252,7.551903147789063e-4,0.3679899507473585,0.3709502967812919,Forest,NA,0.2910130383557794
fragul,0.3697537755146294,0.00833980044882325,0.35340776663493584,0.38609978439432296,Water/wetland,NA,0.47693759372308697
fuwduc,0.3700007992452274,0.00826743268559186,0.3537966311814673,0.38620496730898746,Water/wetland,NA,0.21617038814072131
gadwal,0.3699370757657778,0.00187285724439165,0.36626627556677016,0.3736078759647854,Water/wetland,NA,0.3096417241122965
gamqua,0.37021389692576767,0.00311327150184321,0.36411188478215495,0.3763159090693804,Aridlands,NA,0.209440231932831
gbbgul,0.33262360109421496,0.01480836013947546,0.30359921522084304,0.3616479869675869,Water/wetland,Tipping Point,0.7828427081182969
gilfli,0.3703788508483044,0.00621956448524971,0.35818850445721495,0.38256919723939387,Aridlands,NA,0.22478312034581904
gilwoo,0.37042182249289274,0.0051547301733926,0.3603185513530433,0.38052509363274223,Aridlands,NA,0.3241515751251427
gloibi,0.369387760147102,0.00757514688185604,0.35454047225866414,0.3842350480355399,Water/wetland,NA,0.5528904611004739
gnttow,0.3700284014768032,0.00124384328847146,0.3675904686313991,0.3724663343222072,Aridlands,NA,0.2495316492157704
gnwtea,0.36973536557413655,0.002867078159125,0.3641158923822515,0.3753548387660215,Water/wetland,NA,0.21403182160569345
gockin,0.36979475815455654,7.706592435949205e-4,0.3682842660371105,0.37130525027200256,Forest,NA,0.5681362408721045
gocspa,0.36912181745732847,0.00170329399374623,0.3657833612295859,0.37246027368507106,Water/wetland,NA,0.3057507446483218
gofwoo,0.3701107214142545,0.00349248302909904,0.3632654546772204,0.3769559881512886,Aridlands,NA,0.41050059563065133
goleag,0.36966782860477015,0.00149335112875191,0.3667408603924164,0.37259479681712393,Habitat Generalist,NA,0.12644494849853832
gowwar,0.37003760690145754,0.00229168930400281,0.365545895865612,0.37452931793730304,Forest,Tipping Point,0.6446658741681199
graspa,0.37001012857013943,0.00107339834250901,0.36790626781882174,0.3721139893214571,Grasslands,NA,0.5023664212558808
grawar,0.369752141414956,0.00472706433273096,0.3604870953228033,0.37901718750710867,Forest,Tipping Point,0.4325946891012151
grbani,0.37008063153903753,0.00790643735019648,0.3545840143326524,0.38557724874542265,Habitat Generalist,NA,0.1685022087662773
grbher3,0.3693601548510832,8.99320407479504e-4,0.3675974868524234,0.371122822849743,Water/wetland,NA,0.41393907144271225
grcfly,0.36998298864285023,7.645545721526614e-4,0.368484461681431,0.37148151560426945,Forest,NA,0.6267914936679722
greegr,0.36914240936341225,0.00248315737391044,0.36427542091054776,0.37400939781627673,Water/wetland,NA,0.3625012822003235
greroa,0.3701627238191124,0.00200163221405416,0.3662395246795663,0.37408592295865856,Aridlands,NA,0.45775110417042697
gresca,0.36601052040339527,0.00691755460211305,0.35245211338325366,0.3795689274235369,Water/wetland,NA,0.24220894759150913
greyel,0.3697479889125263,0.00172990168468106,0.3663573816105514,0.3731385962145012,Water/wetland,NA,0.19386770792507413
grhowl,0.3700248303501269,6.335703959823176e-4,0.3687830323740016,0.37126662832625223,Habitat Generalist,NA,0.3673989690103312
grnher,0.3697966346429584,0.00100234634597334,0.36783203580485063,0.3717612334810661,Water/wetland,NA,0.506454388195344
grnjay,0.37032558876866,0.00592813364571301,0.3587064468230625,0.3819447307142575,Aridlands,NA,0.3114404043635659
