species_code,sum
baispa,0.6032963817152428
boboli,0.39303936692558517
burowl,0.39770090822203885
casspa,0.12524814745477642
chclon,0.35456673280633494
clcspa,0.3786786658391446
dickci,0.2979734252069595
easkin,0.5075535759039896
easmea,0.36772128147401917
ferhaw,0.337830303036883
graspa,0.5252696860517146
grpchi,0.6788112815578344
henspa,0.4810841996032943
horlar,0.2639619677832802
larbun,0.2540078996235358
larspa,0.3029317361707258
lecspa,0.2523894052232234
lobcur,0.15731399761403375
logshr,0.23607130066214754
mcclon,0.3072081043927448
mouplo,0.14429163943017898
savspa,0.25198487301747585
sctfly,0.25070545065928607
sedwre1,0.33882073499592835
shtgro,0.6794155117378793
sprpip,0.43325870756784324
swahaw,0.2493524051655036
uplsan,0.3488241158498724
vesspa,0.39240841944762994
weskin,0.22045700612621277
wesmea,0.4328916307209273
