species_code,sum
acafly,0.6844583629339343
acowoo,0.4720227749193082
aldfly,0.6242526261751489
amegfi,0.38322142809687154
amered,0.5329811718085996
amerob,0.40894708561585036
amewoo,0.6219783953787591
attwoo1,0.42915297216273984
babwar,0.6181145604728719
balori,0.34566477317633115
batpig1,0.7824192705205633
bawwar,0.6393522718976925
bkbwar,0.7167988267015463
bkbwoo,0.9034209378803695
bkcchi,0.6267736009978666
bkchum,0.03339388246754771
bkhgro,0.3487221199365723
bkpwar,0.5387080750005513
bkwvir,0.5063056541639526
blugrb1,0.23804186768612912
blujay,0.49639914372464977
bnhnut,0.510837743024382
bohwax,0.4460526204449593
borchi2,0.17300061365345676
brdowl,0.6309620998023087
britit,0.025852356302493718
brncre,0.6323057191591239
brnthr,0.3771470942935604
brthum,0.2172734870382218
brwhaw,0.4152445615644059
btbwar,0.8145745052125175
btnwar,0.7226602991523697
btywar,0.29006452271735883
buhvir,0.6774140184554627
bulori,0.05121979028412835
bushti,0.1674236369987606
buwwar,0.7107320958054232
calhum,0.5308935930370668
camwar,0.7008993984356464
carchi,0.5585325785170596
carwre,0.5340842717409224
casfin,0.4530386086279856
caskin,0.009855104106655618
casvir,0.5615024370296093
cedwax,0.4207996217647636
chbchi,0.8646783072879778
chispa,0.3281630979015928
chswar,0.7053712191329614
chwwid,0.5203488592242955
clanut,0.5383474030686288
conwar,0.7508908180736498
coohaw,0.28182315222446874
corfly,0.36383657871664976
cowscj1,0.38370178126479004
daejun,0.37749733614346287
dowwoo,0.5193028250568403
dusfly,0.43447754400208916
dusgro,0.6079599847048485
easblu,0.4739104765655835
easowl1,0.495511105285822
easpho,0.49231188233844647
eastow,0.6035382313167764
eawpew,0.5366221062080356
fiespa,0.4177818137517191
foxspa,0.4558514312583215
gockin,0.6549463756532274
grcfly,0.4678828101221728
grycat,0.44414477548780606
gryfly,0.08595187133672288
gryjay,0.31658800344916793
grykin,0.20193920364727092
gryvir,0.004228321458356277
gycthr,0.5670033498236369
haiwoo,0.6038187085717124
hamfly,0.5676831943258516
heptan,0.10018505823008894
herthr,0.5677366371853338
herwar,0.77283358214283
hoowar,0.7012866097483703
houwre,0.2791047006573313
hutvir,0.603917925885753
indbun,0.4821981856950308
juntit1,0.013545547265493951
kenwar,0.7164814633456777
lazbun,0.24464039146639305
leafly,0.4045746296909558
lesgol,0.11010953851326377
lewwoo,0.31724993974938265
linspa,0.2178519673074867
loeowl,0.12599151751705584
louwat,0.7356576325123647
macwar,0.38477843006297796
magwar,0.6004527156362478
mexjay4,0.031568203594360966
miskit,0.23257007233072424
moublu,0.1291093804429863
mouchi,0.5696864098465859
mouqua,0.8080003598636036
naswar,0.4850894638562335
nopowl,0.8285956036584707
norbob,0.21049144872445696
norcar,0.4164198833959506
norfli,0.3708641550122209
norgos,0.28845275882326415
norpar,0.633366045075558
norwat,0.4812587626128626
nswowl,0.6723403615179413
nutwoo,0.3095479532630634
oaktit,0.4807474821072901
orcori,0.30769332239159475
orcwar,0.26764875817837597
ovenbi1,0.7892852477225297
pacwre1,0.7883514691499007
paibun,0.1271188563802439
palwar,0.4568301897529735
pasfly,0.5870024993932788
phivir,0.5518897159998843
pilwoo,0.6938092935294122
pingro,0.2578390128876493
pinsis,0.4954030040213723
pinwar,0.5708253407965072
plsvir,0.10298829180659652
prowar,0.6125347170889377
purfin,0.5851788876080248
pygnut,0.38442805161208277
rebnut,0.6879647209741349
rebsap,0.7365166019550884
rebwoo,0.5031422958679705
recwoo,0.7482537106415066
redcro,0.6747946870617594
reevir1,0.6817513546369216
refwar,0.4568416354584315
rensap,0.3363558891143823
reshaw,0.5027212148772555
robgro,0.5238329280212324
rthhum,0.5413271753961952
ruckin,0.4002521350256054
rufgro,0.831263758961151
rusbla,0.35926631713472235
scatan,0.7675930390774051
scoori,0.00497766856145665
shshaw,0.3915382291996439
soogro1,0.8204697697511278
spotow,0.2652640718563892
sprgro,0.1940018297760906
stejay,0.6862921316983375
sumtan,0.4742107710072556
swathr,0.5580210619311587
swawar,0.6275369265209592
swtkit,0.389093460431846
tenwar,0.5406946594484083
towsol,0.31587733296436615
towwar,0.5093876993198077
tuftit,0.6174843737636877
varthr,0.7173017326021984
vauswi,0.5537630555381554
veery,0.7232572222772484
vigswa,0.3021911443756409
virwar,0.10134517348750738
warvir,0.3830963982007285
wesblu,0.2274012892550239
wesowl1,0.27925764538034104
westan,0.39551939740829134
wewpew,0.2352745457799017
whbnut,0.585063819781797
whevir,0.50347001775373
whhwoo,0.8853783380612299
whtspa,0.48605086515820184
whwcro,0.20637418096716534
wilfly,0.2841512771048462
wilsap,0.5799555883274223
wiltur,0.4143555191710968
winwre3,0.6744276257225816
wlswar,0.15035549575176868
woewar1,0.8259638207741569
wooscj2,0.01898461224914172
yebcha,0.3756043240855472
yebcuc,0.44965169579495035
yebfly,0.6276668567035699
yebsap,0.6135063504342604
yelwar,0.26910151843895935
yerwar,0.37487445747283576
yetvir,0.5928807142052009
yetwar,0.6543946778706198
