species_code,sum
ambduc,0.5512599261379751
ameavo,0.09573227549550964
amebit,0.5410933662975936
amedip,0.8709083138351446
amepip,0.2934203958648255
amewig,0.2880982782121321
amtspa,0.41292134283172155
amwpel,0.45926276077531236
anhing,0.5925679396536907
arcter,0.016454017568321433
arcwar1,NA
baisan,0.28207515269674666
baleag,0.441089237740238
bargol,0.4873790854295925
bcnher,0.27566557083940424
belkin1,0.5862162744954702
bkbplo,0.16726834638529375
bknsti,0.1284885756684313
blkpho,0.17399554897238545
blkter,0.30987427842395243
bongul,0.4548198294460004
botgra,0.6421722810175652
brant,0.2553503347901865
buffle,0.46608416787551277
buwtea,0.2802679330592546
cacgoo1,0.3126754698945796
calgul,0.14549947688780618
cangoo,0.4405330397715271
canvas,0.4703032513146204
caster1,0.3711112161252288
categr,0.4325917487773082
cintea,0.15881165787254198
comgal1,0.5548997188634153
comgol,0.4729788753475081
comloo,0.630795182571287
commer,0.6153362656197261
comred,0.39603029217136787
comter,0.21401239944145445
doccor,0.4231383361447527
dunlin,0.21930807554497328
eargre,0.12290053883103226
forter,0.4596214745618923
fragul,0.5004932970200722
fuwduc,0.25766046517241037
gadwal,0.33663721456940754
gloibi,0.5117518475867192
gnwtea,0.2661101482438013
gocspa,0.5529904705285684
grbher3,0.3952261596437623
greegr,0.3617052273349457
gresca,0.2673258307427596
greyel,0.20076675779490483
grnher,0.48836624041256727
gwfgoo,0.1550830809821016
harduc,0.09165200533798316
hergul,0.6468500296915236
hoared,0.3559383709534525
hoomer,0.5615460958488083
horgre,0.4934635340012097
laplon,0.3170735116821262
leabit,0.5234219553686756
leasan,0.16918068558793775
lessca,0.4199293874546535
libher,0.4297889361399979
limpki,0.6050811740586681
lotduc,0.22386959430727793
mallar3,0.38229888652894406
margod,0.27647237244425305
marwre,0.2919995269441451
mewgul,0.4070097617805004
norpin,0.28296382091402633
norsho,0.2233127405980614
norshr4,0.47975244346113044
nstspa,0.24490639816374
osprey,0.5775422541768265
pagplo,0.2643729299088591
pibgre,0.43320739511781614
purgal2,0.6864133466612461
pursan,0.11645147742903816
rebmer,0.3965914153813682
redhea,0.3679586909889424
rengre,0.402940682010656
renpha,0.07715665656917498
retloo,0.1800718825643033
ribgul,0.3722894086123252
rinduc,0.40851615724649326
rolhaw,0.46905329913660854
rosgoo,0.2143328063805586
rosspo1,0.4311485458976154
rudduc,0.35752745668548547
sancra,0.2803594038262403
sander,0.21451297815927284
semplo,0.26705814060219357
smilon,0.2518261305310805
snobun,0.3399768589775655
snoegr,0.40586564458439867
snogoo,0.2777603279237042
solsan,0.31761765840840656
sora,0.2944897026919737
sposan,0.36743522399803297
steeid,0.9999999850988388
sursco,0.1702007104969679
swaspa,0.4929553582908559
triher,0.5877427995583417
truswa,0.4672554723753637
tunswa,0.2581350420639628
virrai,0.33148954147303855
wessan,0.1833211745719033
whfibi,0.18884857423070187
whiibi,0.5051840193381041
whrsan,0.23827037087165648
whwsco2,0.1503358742445358
willet1,0.33278783060158856
wilpha,0.10202640812169592
wilpta,0.050355663051098176
wilsni1,0.3264293549902287
wooduc,0.476560855038068
woosto,0.4746741354444777
y00475,0.36786438940661137
yehbla,0.16088093624783886
