more90,more75,more50,guild,n
0.017543859649122806,0.12280701754385964,0.38596491228070173,tipping_point,57
0.0049504950495049506,0.09900990099009901,0.5693069306930693,forest,202
0,0,0.16129032258064516,grassland,31
0,0,0.14516129032258066,aridland,62
0.006896551724137931,0.04827586206896552,0.21379310344827587,wetland,146
0,0,0.15789473684210525,generalist,38
