more75,more50,more44,guild
0.15789473684210525,0.3333333333333333,0.38596491228070173,tipping_point
0.2722772277227723,0.7821782178217822,0.8168316831683168,forest
0,0.16129032258064516,0.1935483870967742,grassland
0.016129032258064516,0.06451612903225806,0.0967741935483871,aridland
0.013793103448275862,0.15172413793103448,0.2827586206896552,wetland
0,0.21052631578947367,0.2631578947368421,generalist
