more90,more75,more50,guild
0.017543859649122806,0.05263157894736842,0.21052631578947367,tipping_point
0.005434782608695652,0.08152173913043478,0.4782608695652174,forest
0,0,0,grassland
0,0,0.017543859649122806,aridland
0.008403361344537815,0.008403361344537815,0.06722689075630252,wetland
0,0,0,generalist
