species_code,sum
burowl,0.08427817328336595
casspa,0.0047689864185644915
clcspa,0.17992676958604154
dickci,0.19322383368319898
easkin,0.33074908765091116
easmea,0.2540027474491171
ferhaw,0.0754457072811161
graspa,0.23394803628932437
grpchi,0.27737458679195015
horlar,0.062347402924931294
larbun,0.027124658408259655
larspa,0.08203965254048709
lobcur,0.03329379125827575
logshr,0.07247071288410245
savspa,0.17801458835797845
sctfly,0.094640553194826
sedwre1,0.2896237669502244
shtgro,0.28174227248797834
swahaw,0.07809614304400858
uplsan,0.15153866462500964
vesspa,0.11588150131635563
weskin,0.05354050426206879
wesmea,0.12591176343827687
