species_code,sum
baispa,0.2961222832369472
boboli,0.3481069012005279
burowl,0.39729027224264546
casspa,0.43204115265323917
chclon,0.3737635058380003
clcspa,0.4321158203507
dickci,0.38070372059431956
easkin,0.4596925390371299
easmea,0.5017590382775854
ferhaw,0.34791206094560656
graspa,0.5023664212558808
grpchi,0.6669225863536212
henspa,0.5028802964513931
horlar,0.23730160542968093
larbun,0.4270067249783922
larspa,0.44016204424997024
lecspa,0.2724867863116056
lobcur,0.23663138058882532
logshr,0.35162417038846794
mcclon,0.3327938142759217
mouplo,0.20910366646141654
savspa,0.29580834402058587
sctfly,0.5448012929999184
sedwre1,0.3060672393759767
shtgro,0.4514743278754061
sprpip,0.338802627784596
swahaw,0.4344791728910762
uplsan,0.46210566108272255
vesspa,0.3682187265090375
weskin,0.3674128750142207
wesmea,0.4168503969068943
