species_code,sum
abetow,0.4844237409561174
allhum,0.32029245055291966
annhum,0.5333043247534128
astfly,0.3514986187836466
belspa2,0.18654139323971464
belvir,0.5412159152277991
benthr,0.20373568562168032
bewwre,0.4344668346673508
bkcspa,0.4132247441118224
bktgna,0.22575890134034182
bktspa,0.2300285439031141
blctit4,0.631908236943076
bncfly,0.3262771254117246
brespa,0.205044787096258
brocow,0.2686468959926068
cacwre,0.32589563714559944
calqua,0.48001521670021496
calthr,0.723773097427511
caltow,0.6605641832567244
cantow,0.46600445175317873
canwre,0.38718413869440127
cavswa,0.5581533202569342
chirav,0.32734636211043266
cogdov,0.49469558981876105
compoo,0.3245190706413885
coshum,0.21668935996340366
coukin,0.32182926274840895
crithr,0.278871828782826
cubthr,0.4005220291396325
gamqua,0.2094443521929179
gilfli,0.22478312034581904
gilwoo,0.3241515751251427
gnttow,0.24972195126131047
gofwoo,0.41050059563065133
greroa,0.45776509667666687
grnjay,0.3114404043635659
hooori,0.33470580456030063
hrshaw,0.3105104130213192
incdov,0.3719654210793806
labwoo,0.4399444606399783
lawgol,0.5395800770134862
lecthr,0.06244961051083919
lesnig,0.29293833945694514
lobthr,0.35661449360941333
lucwar,0.2567749752812656
olispa,0.3605918688053862
phaino,0.2896806049943592
prafal,0.2934673892565236
pyrrhu,0.4797924164603158
rocwre,0.25562662305066564
rucspa,0.5684965738137056
saggro,0.11919698963367953
sagspa1,0.11745643027534425
sagthr,0.18826259639735313
scaqua,0.4903929649276506
varbun,0.40946203963846983
verdin,0.29130215302680584
verfly,0.4996760483655862
whtswi,0.2935824712699855
whwdov,0.3892658341876753
wrenti,0.7261579357227674
y00678,0.4458501379516704
