species_code,sum
abetow,0.023941293547977693
allhum,0.36232705619649863
annhum,0.3955289132613089
astfly,0.13259252130200738
belspa2,0.09236006588982804
belvir,0.262833186525091
benthr,5.472912280310993e-4
bewwre,0.22356393338037606
bkcspa,0.263619639839213
bktgna,0.0025332199373053754
bktspa,0.02124146396595511
blctit4,0.2541422067277779
bncfly,0.048681747603041003
brespa,0.2617110156474687
brocow,0.04708533395594516
cacwre,0.004356939052399866
calqua,0.4556846810674333
calthr,0.6377940506847608
caltow,0.5360873222103919
cantow,0.03227692987388764
canwre,0.27696180265294146
cavswa,0.15222360940455681
chirav,0.04281576723616354
cogdov,0.2782145552852833
compoo,0.40157498522797863
coshum,0.08134194641316839
coukin,0.06878417499470046
crithr,0.02343441008906666
cubthr,0.008209970055656669
gamqua,0.007019870744670698
gilfli,4.754238070745487e-4
gilwoo,0.0053926687069179025
gnttow,0.45493959300609754
gofwoo,0.09350220815736066
greroa,0.11020461908100287
grnjay,0.057626363031886285
hooori,0.06995861974576201
hrshaw,0.03128055918088535
incdov,0.10797711907127905
labwoo,0.1007073243100578
lawgol,0.34095755849811393
lecthr,5.862228899786714e-4
lesnig,0.00903432062730225
lobthr,0.0671741486294195
lucwar,0.017806707344341532
olispa,0.062255442181594844
phaino,0.07848456844436658
prafal,0.3610502974478642
pyrrhu,0.02817781896373628
rocwre,0.33167318850376315
rucspa,0.20765238985109313
saggro,0.6675812869589581
sagspa1,0.11268998982776024
sagthr,0.2863706957048501
scaqua,0.024202744129411258
varbun,0.011189693537630774
verdin,0.010754000368166317
verfly,0.05855645748511762
whtswi,0.32776221622409807
whwdov,0.0548807075652028
wrenti,0.8398302851132939
y00678,0.11253291929665299
