species,avg,stdev
easowl1,0.37004551865966656,0.0010866103355606958
easpho,0.3700012254260827,7.090196220064045e-4
eastow,0.3700277192404881,9.75894707891486e-4
easwpw1,0.37007389238345917,0.001983049491124433
eawpew,0.3700247517032011,7.757506390478895e-4
evegro,0.37005037792196255,0.001533094876827255
ferhaw,0.3700559635849076,0.0013173504834245347
fiespa,0.3700326283900864,7.586420621979403e-4
fiscro,0.3701473131353564,0.002591297036621888
forter,0.37002893714655744,0.005902578131718639
foxspa,0.3699876868956458,0.0010175668966426897
fragul,0.3705478014621033,0.009182432586202416
fuwduc,0.37030259279819805,0.008144108066673794
gadwal,0.3700569450062107,0.001954652829690507
gamqua,0.3702065409858168,0.003044921403846057
gbbgul,0.3693533713286178,0.017818743336022146
gilfli,0.3704966981608968,0.006343418976584215
gilwoo,0.37046901882690964,0.005203021982800774
gloibi,0.37016803637340157,0.007537133564421342
gnttow,0.37002172504954395,0.001306471811502982
gnwtea,0.370012743784198,0.0029620819486454062
gockin,0.36998188513548275,7.776056548465717e-4
gocspa,0.3699611350597138,0.0023583224317706678
gofwoo,0.37003936502325213,0.0033913625343136313
goleag,0.37004462100009355,0.0010145201556865833
gowwar,0.37005036159982985,0.002254261366468289
graspa,0.3700459757869867,0.0010918340482198841
grawar,0.3701460921431139,0.004692373506220001
grbani,0.3702904580010875,0.007977943206687937
grbher3,0.37000317284630946,9.303638105016168e-4
grcfly,0.3699914098287868,7.536006712110854e-4
greegr,0.37008778451965535,0.0024641714333952245
greroa,0.370080033659452,0.0020299782509607175
gresca,0.36996871128840736,0.009271603249490909
greyel,0.37001262601876955,0.0019671838997666496
grhowl,0.3700375597777371,0.00065111019078737775
grnher,0.3700070810018433,9.972095861628396e-4
grnjay,0.37013013837378417,0.005894800569222574
grpchi,0.3700405383616383,0.0034569704804936477
grtgra,0.37018795687396366,0.0040264338789080785
grycat,0.3700103524738205,7.465641029108169e-4
gryfly,0.3700174560686641,0.0012785659449062337
gryjay,0.3700100606049088,0.001462254330088942
grykin,0.37166138263530774,0.026986469836142425
gryvir,0.36999856463699293,0.002963712280089072
gwfgoo,0.3699460020993899,0.002155114444756831
gycthr,0.37000236533342656,0.0011506688564044062
haiwoo,0.3700106546652687,7.590113797370285e-4
hamfly,0.3700239697058303,0.0016668894413631352
harduc,0.37008265040380134,0.008591871170664457
harspa,0.36996091117682617,0.00164925548688636
henspa,0.370042801008748,0.0029813041418963984
heptan,0.369967951515237,0.00492669355196312
hergul,0.3698371961044347,0.010546038004263408
herthr,0.3700261312973637,7.073081095847833e-4
herwar,0.3700458995416384,0.003311123630475813
hoared,0.36999905422503765,0.0047417137702892714
hoomer,0.3700988568777039,0.0022855640394989383
hooori,0.37016979190041355,0.0031293686668943956
hoowar,0.3699428658747864,0.0016813094567254012
horgre,0.3699479166398972,0.0054713856548620704
horlar,0.3700015797702996,0.0012644810322484787
houfin,0.36997883021624706,0.001437365277237058
houwre,0.37002054744299184,5.007790471075876e-4
hrshaw,0.37007883803158775,0.005394986057094856
hudgod,0.370155161498275,0.004008526862929598
hutvir,0.36991389419199444,0.0034247341107701734
incdov,0.3701496567790335,0.014231418308819941
indbun,0.3700258925360231,8.725317277410877e-4
juntit1,0.3700354386425162,0.002723448096373266
kenwar,0.36999365557315095,0.0016649300184381855
killde,0.370036549793481,9.649034630105085e-4
kineid,0.3693633655418371,0.06630167903863292
kinrai4,0.3702262402953101,0.006075549543690528
labwoo,0.37006286387922394,0.0017543196988724012
laplon,0.37001194611030847,0.002846105407162947
larbun,0.36996963493454543,0.0017792353276285232
larspa,0.3700179435839221,8.680435048804752e-4
lawgol,0.37009289706130366,0.0036471661638370206
lazbun,0.3700278822520369,0.001016419445138977
leabit,0.37004472836310637,0.0042346086103281074
leafly,0.3700197919359494,9.283051344704061e-4
leasan,0.3700206265372304,0.0029460142967501846
lecspa,0.36995574890701255,0.0019153671661150408
lecthr,0.3696116319910077,0.006511150431272643
lesgol,0.3700432786443305,0.0014205603668641016
lesnig,0.37007705158479803,0.002412364770251042
lessca,0.37001696839946707,0.00574325735945186
lesyel,0.37005873826970387,0.0030070946170395723
lewwoo,0.3700962452879882,0.0026695105514108106
libher,0.37000028862713524,0.0029653076019223595
limpki,0.3699225934631806,0.010414025331207246
linspa,0.36999168558551154,5.644828093381273e-4
lobcur,0.37000471648182803,0.004318796728471072
lobdow,0.3701990710599628,0.004412769600334693
lobthr,0.37012997427428856,0.00512267918230202
loeowl,0.3700461379369233,0.0018136815255543988
logshr,0.3700153076978009,8.599448691074902e-4
lotduc,0.36993658922921707,0.02155760670208785
louwat,0.3700346809559677,0.001445476665805651
lucwar,0.37013749781157235,0.0033305367958578265
macwar,0.3700274719399872,0.0010636578825324056
magwar,0.3700204845325619,9.617578833765121e-4
mallar3,0.37012026072621756,0.003040987399478541
margod,0.37014277520367267,0.018033661550449723
marwre,0.3699974334079337,0.0014210638463023834
mcclon,0.37015119414963044,0.0035256973794272318
merlin,0.36999327715793134,7.36304094078145e-4
mewgul,0.36508567475900056,0.1644038263883444
mexjay4,0.36969566378515767,0.011180441480400417
miskit,0.36997861576915936,0.0016429880566203455
motduc,0.3699276272422845,0.007637296821538072
moublu,0.3700020703045385,0.001001016961476234
mouchi,0.36998670746932666,0.0017967649601299982
moudov,0.3700464688068569,5.707835293855226e-4
mouplo,0.3696922586696076,0.010397595445920177
mouqua,0.37000470253056617,0.004084290947397695
mouwar,0.3700673018687504,0.0022783092142451464
naswar,0.3700318542507946,8.6730651322981e-4
nopowl,0.37001101595747465,0.002566357687347997
norbob,0.370000868631583,0.0012504012749389273
norcar,0.37001354082881605,6.915755629183215e-4
norfli,0.3700112766257885,3.409035216447123e-4
norgos,0.36999782655414487,9.651697239909609e-4
norhar2,0.3700059642471644,7.622563878693075e-4
normoc,0.3700084842199075,7.791459167038784e-4
norpar,0.37000999162248416,0.0010649057309538394
norpin,0.36997534673462323,0.002383768614618902
norsho,0.36999952337072955,0.004182090198730519
norshr4,0.37002565300413937,8.085607359765894e-4
norwat,0.37001478008387945,9.575480911902076e-4
nrwswa,0.36999083143262834,0.0015166812691658428
nstspa,0.3699249143429443,0.0024452534865795164
nswowl,0.3700606444103536,0.001569173517867097
nutwoo,0.37005706104206,0.00483191240260222
oaktit,0.3701324885156437,0.0053801482971195976
olispa,0.37009991119423,0.005017000640069612
olsfly,0.3699935057326511,8.081894858018454e-4
orcori,0.3700333329578041,8.10059627579703e-4
orcwar,0.36999351700199135,5.986477056111856e-4
osprey,0.3700755299321359,0.002631886292325465
ovenbi1,0.3700900459532298,0.0013799956820677473
pacwre1,0.36987959248431795,0.0027133678943190784
pagplo,0.3684405841236679,0.03829587526240757
paibun,0.37004948135944343,0.001713550628050384
palwar,0.3700162456337237,0.0013696849879971736
pasfly,0.36986947684441185,0.002515552299138237
pecsan,0.3700077567368861,0.0037031469933499752
perfal,0.3699439606011044,0.0014369661819734494
phaino,0.37023496231137576,0.0033137557605596017
phivir,0.3700569778479779,9.523321622285343e-4
pibgre,0.370058450331338,0.001409933602480358
pilwoo,0.3700001287341913,9.200365272422809e-4
pingro,0.36996262897366033,0.0013840596917021602
pinjay,0.3701237002044008,0.0026899669781803135
pinsis,0.36995496088322255,8.950435628881727e-4
pinwar,0.3699478751217872,0.0012489349357138273
plsvir,0.3700575758534131,0.00210828759574724
prafal,0.37005517788315895,8.28983438351873e-4
prawar,0.3700235388476429,0.0015374196474057947
prowar,0.3699899875076483,0.0025740343333409657
purfin,0.36999184760385706,8.995338449307936e-4
purgal2,0.37036743375704245,0.007391917473265489
purmar,0.36991075660979567,0.029221063870200622
pursan,0.3688601587318904,0.04179221406588127
pygnut,0.3701154881226399,0.004375054026868905
pyrrhu,0.37006853691179487,0.0033557945997579513
rebmer,0.370064388463985,0.018648078513643647
rebnut,0.37004345732384375,0.0010024594258857048
rebsap,0.3699645702349359,0.0027249633461978165
rebwoo,0.3700107980887845,7.563898252666839e-4
recwoo,0.3701837523049627,0.009839713897922354
redcro,0.3699853961949746,0.0014328174076306268
redhea,0.37036363817240137,0.008165339843828697
redkno,0.36990803465828587,0.05307394009399262
reevir1,0.37002440294818456,8.661481174237805e-4
refwar,0.36995154767506583,0.009913439633064998
rehwoo,0.36997668915164444,8.699612699430707e-4
rengre,0.3698943543395389,0.005840013359266273
renpha,0.3693873535305852,0.019303104417508002
rensap,0.36999050149319707,0.0012762801639541847
reshaw,0.3700122370279055,9.440582672680377e-4
rethaw,0.3700264710302543,4.676428030288428e-4
retloo,0.3698706301265667,0.01460757449326089
rewbla,0.37011920816499444,0.006238574648751122
ribgul,0.37004060161288166,0.004067234382921138
rinduc,0.37008184671059147,0.00227736360957478
robgro,0.3700102065180728,9.334525508623861e-4
rocsan,0.36922553910034395,0.036789703936317725
rocwre,0.3700439835463733,0.0011138647947057049
rolhaw,0.37000261423875996,9.768251118348573e-4
rosgoo,0.37011773373533335,0.004708089265187051
rosspo1,0.37024018723390517,0.00502360818476122
rthhum,0.370019718311732,8.599837329205683e-4
ruckin,0.36999659336425844,4.342348086548431e-4
rucspa,0.370126068004846,0.003504913606399435
rudduc,0.3700402893159133,0.004643158420994159
rudtur,0.37084498872346416,0.018249974153201676
rufgro,0.3700651632260137,0.0020097947606040737
rufhum,0.3699733518076621,0.0014623820756066524
rusbla,0.3699845214104487,0.0012509022996368803
saggro,0.36997180413945174,0.0029362260162746805
sagspa1,0.3700331078544861,0.0018276329492358915
sagthr,0.37003200045928175,0.0012852222600763458
sancra,0.3700344355715605,0.0036416598586417282
sander,0.36993198062824895,0.012959129222423461
savspa,0.3700165650703409,8.647542146061485e-4
saypho,0.369994738450019,9.274659059360689e-4
scaqua,0.36998618553628726,0.0027600814852435096
scatan,0.37004547104081614,0.0012808178940516314
scoori,0.3699572190671073,0.002411424430052142
sctfly,0.37001254167765696,0.0017168145089690584
sedwre1,0.3699728711741441,0.0014030351176803398
semplo,0.3703393840185755,0.010269729712397887
semsan,0.37028208603044865,0.007920814111916027
shbdow,0.37002793768904046,0.017738548118227906
sheowl,0.369923491466077,0.0013024991820375846
shshaw,0.3700211902684956,6.229355072271195e-4
shtgro,0.3699898834551216,0.002005707147248873
smilon,0.36995811552296,0.004094223196292345
snobun,0.3699834467683053,0.0019274249398256859
snoegr,0.37008242639453964,0.0038029890255672476
snogoo,0.3700041982020392,0.0028073672655543097
snoowl1,0.3700395662594423,0.0029157278340771007
solsan,0.3699950035713932,9.207142264826519e-4
sonspa,0.3700041516200786,4.7051968293801644e-4
soogro1,0.3698680593497067,0.004663138268590559
sora,0.36996908202334305,0.0013183045851800869
sposan,0.37002962315877075,8.620731508861515e-4
spotow,0.37001094969744236,8.848027588728802e-4
sprgro,0.36998508484431286,0.0018216829502770758
sprpip,0.37002699752890067,0.0019426488311100269
steeid,0.35975576989352703,0.4228063464147329
stejay,0.36991839658982967,0.0019151619439034128
stisan,0.37009791559875405,0.00285922792419705
sumtan,0.3700024868886991,0.0010820182674535707
surfbi,0.3701358176693477,0.020404342461348823
sursco,0.3698892477093847,0.012506583067795675
swahaw,0.3700463743417183,0.0022479116525319434
swaspa,0.3699966858036776,8.371873351115843e-4
swathr,0.3699629014956638,0.001050787091251834
swawar,0.3699301184988786,0.002347792148145032
swtkit,0.3699943640020067,0.006894191387880669
tenwar,0.37004478289042814,8.580908538720611e-4
towsol,0.370016923788491,0.001136488167900925
towwar,0.37004219455889076,0.0017008760082692913
treswa,0.3699122909412112,0.028339832395835544
tribla,0.37004255672539205,0.018297292500011608
triher,0.37009877258933305,0.012390199951196635
truswa,0.36994484238296493,0.002866385025417079
tuftit,0.3700076224309079,9.237943527605236e-4
tunswa,0.3702204894524355,0.004627467063469373
turvul,0.37001557386303796,6.047608441952575e-4
uplsan,0.3700588278018941,0.0012615464359275919
varbun,0.3703852825625539,0.006120144834605644
varthr,0.3699020506411315,0.0021971079015726314
vauswi,0.36979032561607783,0.007202912290930873
veery,0.3700161881259836,0.0014917992834386643
verdin,0.3702307645607099,0.002622457405676552
verfly,0.3701383658195106,0.0025533868246647765
vesspa,0.37002126243135575,7.741189792065107e-4
vigswa,0.36996971365171605,0.0012159408142095119
virrai,0.37002983490902674,0.0014533634345152335
virwar,0.3700706798278483,0.002168250405804857
wantat1,0.37164650333021376,0.034739418263044296
warvir,0.37000204130811715,7.179073254493815e-4
wesblu,0.36997885183110785,0.0016885524731867839
wesgre,0.37065544571417175,0.012403833738505577
weskin,0.37000594212686827,0.0011899887525575815
wesmea,0.3700325472792899,9.628596747939573e-4
wesowl1,0.37011313005223245,0.0031171511344203887
wessan,0.3696326568254124,0.013471065127370051
westan,0.3700057094337436,9.995230697582228e-4
wewpew,0.37002786479208527,8.785028278648488e-4
whbnut,0.37004877449868534,9.208394504695734e-4
whcspa,0.37001839431579187,7.046388033875476e-4
whevir,0.36999101688126224,0.001090614646071801
whfibi,0.3700381398227977,0.005166993167826151
whhwoo,0.3699886360942594,0.006510417124950434
whiibi,0.3702223108424784,0.004046251722736903
whimbr,0.37014581737729274,0.009359641917290376
whrsan,0.3701136923241997,0.002724720845131808
whtkit,0.3699080770309904,0.008926229762872722
whtspa,0.370021938406818,7.52383303391871e-4
whtswi,0.3699591932850081,0.0018511820410594484
whwcro,0.36997065028789705,0.001591907018157474
whwdov,0.3701036137640077,0.0024041680702494056
whwsco2,0.3696491610112221,0.013417984111995473
wilfly,0.3700001061435166,8.482073150032643e-4
willet1,0.3700988802402184,0.007070288251451565
wilpha,0.3701150936060849,0.018596855203727967
wilpta,0.3699114490125014,0.0018725957358160187
wilsap,0.36999905517962506,0.002245683071065573
wilsni1,0.36998780856495944,0.0012260716822198852
wiltur,0.37001628265238107,8.777996565097824e-4
winwre3,0.3700179855662961,0.0010662797034612307
wlswar,0.36996761994240973,7.914568100946618e-4
woewar1,0.37000702288412873,0.0021717629923452483
wooduc,0.3699808348755838,8.036031398195952e-4
wooscj2,0.37006771236476976,0.0023442798185036224
woosto,0.37017249066944863,0.005589763499272938
woothr,0.3700537911552361,0.001142105377969465
wrenti,0.36979895050845923,0.004935859053959428
y00475,0.3701505359330493,0.0036950088706805074
y00678,0.3701263700079979,0.0036933431969924284
yebcha,0.3700177548921093,9.414735012630963e-4
yebcuc,0.37002381599695255,7.907547275129679e-4
yebfly,0.3699668927970821,0.0019394513933888215
yebloo,0.3708548991879431,0.029006908777049922
yebmag,0.37009041908986545,0.013715308627786006
yebsap,0.37001957753896186,8.643168579531895e-4
yehbla,0.3700943176916623,0.004347141680222948
yelwar,0.3700035904631105,5.439657126486558e-4
yerwar,0.37001242944978685,4.3861325318927843e-4
yetvir,0.3699995393100895,9.921190198742538e-4
yetwar,0.3700295768171513,0.0014446400931324155
