more75,more50,more37,guild
0.15789473684210525,0.3333333333333333,0.45614035087719296,tipping_point
0.2722772277227723,0.7821782178217822,0.8910891089108911,forest
0,0.16129032258064516,0.3870967741935484,grassland
0.016129032258064516,0.06451612903225806,0.12903225806451613,aridland
0.013793103448275862,0.15172413793103448,0.41379310344827586,wetland
0,0.21052631578947367,0.5,generalist
