species,sum_carbon
renpha,0.07715665656917498
rensap,0.5672807581607149
reshaw,0.6405512120985477
rethaw,0.4077578471904175
retloo,0.1800718825643033
rewbla,0.3113280857291483
ribgul,0.3722894086123252
rinduc,0.40851615724649326
robgro,0.5907766086416852
rocsan,0.10384550851375796
rocwre,0.33058711136799435
rolhaw,0.46905329913660854
rosgoo,0.2143328063805586
rosspo1,0.4311485458976154
rthhum,0.6588874770159139
ruckin,0.5622056809237894
rucspa,0.2076131063629436
rudduc,0.35752745668548547
rudtur,0.34165265484277896
rufgro,0.9394137238676107
rufhum,0.5463700929473047
rusbla,0.43412283720925426
saggro,0.6675247641777595
sagspa1,0.11269387662972519
sagthr,0.28729459055519
sancra,0.2803594038262403
sander,0.21451297815927284
savspa,0.2960895507863608
saypho,0.2299974601028767
scaqua,0.024190126060716466
scatan,0.8208747806460444
scoori,0.05322668701921662
sctfly,0.2505254401085475
sedwre1,0.3381544499985739
semplo,0.26705814060219357
semsan,0.281992905641693
shbdow,0.3269070443624757
sheowl,0.2851678597944072
shshaw,0.5438635621567949
shtgro,0.6778609293690394
smilon,0.2518261305310805
snobun,0.33997685897756547
snoegr,0.40586564458439867
snogoo,0.27776032792370403
snoowl1,0.20548807470782937
solsan,0.31761765840840656
sonspa,0.5065854084648884
soogro1,0.8567732963946924
sora,0.2944897026919737
sposan,0.36743522399803297
spotow,0.5211484242427484
sprgro,0.42268916611773744
sprpip,0.43087012851770334
steeid,0.9999999850988388
stejay,0.8749852485526048
stisan,0.23406784346842482
sumtan,0.6219858048982749
surfbi,0.1521369009758473
sursco,0.1702007104969679
swahaw,0.24924240486183313
swaspa,0.4929553582908559
swathr,0.6812437269226417
swawar,0.7666696694825452
swtkit,0.556337097885948
tenwar,0.613549731259311
towsol,0.6940616640975288
towwar,0.6273767011514249
treswa,0.42312725966039455
tribla,0.030304235926905676
triher,0.5877427995583417
truswa,0.4672554723753637
tuftit,0.7365048777675618
tunswa,0.2581350420639628
turvul,0.45752377478717676
uplsan,0.3504751440968299
varbun,0.011189693537630774
varthr,0.772712169056323
vauswi,0.6156585517117747
veery,0.8202988872508299
verdin,0.010699388858142811
verfly,0.058383803895274866
vesspa,0.3922760435636629
vigswa,0.5150093546418759
virrai,0.33148954147303855
virwar,0.39426858463917436
wantat1,0.13386539859493496
warvir,0.5634581409827861
wesblu,0.3908194836776584
wesgre,0.4979324460616381
weskin,0.2206201187579645
wesmea,0.432909858081268
wesowl1,0.35552842383147665
wessan,0.1833211745719033
westan,0.566683072907844
wewpew,0.509144682017947
whbnut,0.6851937257713887
whcspa,0.2850591288295885
whevir,0.65977257084116
whfibi,0.18884857423070187
whhwoo,0.949780358995099
whiibi,0.5051840193381041
whimbr,0.16568012751492311
whrsan,0.23827037087165648
whtkit,0.17713848030442847
whtspa,0.587846042136983
whtswi,0.3269641853612226
whwcro,0.31047330928520755
whwdov,0.054693146187314946
whwsco2,0.1503358742445358
wilfly,0.39050086882610646
willet1,0.33278783060158856
wilpha,0.10202640812169592
wilpta,0.050355663051098176
wilsap,0.8288061515663436
wilsni1,0.3264293549902287
wiltur,0.5808626148817639
winwre3,0.7593361921876631
wlswar,0.34980226091092215
woewar1,0.8764773857135273
wooduc,0.476560855038068
wooscj2,0.19994187672534736
woosto,0.4746741354444777
woothr,0.7525474354379484
wrenti,0.8386470645568807
y00475,0.36786438940661137
y00678,0.11202985324544024
yebcha,0.5339698571246692
yebcuc,0.577811288216171
yebfly,0.6845422898696825
yebloo,0.392771504164557
yebmag,0.27563281023321906
yebsap,0.7233077271296899
yehbla,0.16088093624783886
yelwar,0.4476761495724686
yerwar,0.5206478948689393
yetvir,0.7011059678408033
yetwar,0.7625357075488208
